actor,predicted_class,levels,total_time,mean_time,total_stars,mean_stars
AD8D9F24,4ème,17,1090.152,51.912,38,2.235294117647059
AD8D9FEE,4ème,16,1272.1499999999999,79.509375,43,2.6875
ADC24BD5,3ème,43,3046.8190000000004,37.15632926829268,126,2.6808510638297873
AEE708F9,4ème,21,1768.772,60.99213793103448,78,2.888888888888889
AF4B0FE5,5ème,6,164.03400000000002,27.339,17,2.8333333333333335
B08E4D61,4ème,22,2454.763,50.097204081632654,65,2.9545454545454546
B1966B65,CM2,21,3362.9629999999997,88.49902631578948,54,2.5714285714285716
B3512422,5ème,13,2627.043,57.10963043478261,53,2.9444444444444446
B36198AF,5ème,14,459.6550000000001,32.832499999999996,38,2.7142857142857144
B4A31AA4,6ème,38,1520.341,32.34768085106383,103,2.710526315789474
B5691C,3ème,15,1403.927,93.59513333333332,33,2.2
B680078,4ème,18,1190.5030000000002,47.62012,106,2.864864864864865
B6800B7,4ème,14,2257.5420000000004,46.07228571428571,50,2.9411764705882355
B91323B4,5ème,7,354.743,35.4743,21,3.0
BA1C54D2,CM2,37,7688.539000000001,113.06675,94,2.611111111111111
BA262AAD,3ème,19,1429.203,57.16812,50,2.6315789473684212
BA499D6D,5ème,3,57.650999999999996,19.217,9,3.0
BB789930,3ème,19,1610.868,55.5471724137931,44,2.3157894736842106
BB78996F,3ème,14,1610.357,94.72688235294117,37,2.642857142857143
BD98E03D,5ème,2,139.446,69.723,6,3.0
BE28E8BE,3ème,28,3564.121,62.52843859649123,76,2.6206896551724137
BF5E24F1,4ème,5,166.048,33.2096,15,3.0
BFCA1AE2,5ème,21,3817.0900000000006,68.16232142857143,70,2.5925925925925926
BFCA1C4E,5ème,16,3198.311,60.34549056603774,44,2.0
BFFFD8E8,4ème,9,425.488,38.680727272727275,27,3.0
C0F8EC4F,CM2,27,5332.860000000001,113.46510638297872,57,2.111111111111111
C0F8ECF1,CM2,30,6054.717999999999,140.80739534883722,84,2.4
C1440ECA,4ème,33,3270.124,43.02794736842105,114,3.0
C2035479,5ème,27,3418.247,67.02445098039216,77,2.8518518518518516
C3F945F,4ème,23,3340.4849999999997,47.72121428571429,86,2.8666666666666667
C3F947F,4ème,25,4430.741,49.78360674157303,90,2.903225806451613
C40EF7CC,4ème,22,2790.603,50.73823636363637,81,3.0
C619167B,4ème,24,3035.812,65.99591304347825,89,2.966666666666667
C64DE7A3,CE1,12,1850.958,88.14085714285714,29,2.4166666666666665
C6656D6B,4ème,29,5911.159000000001,73.8894875,109,2.945945945945946
C6909F55,5ème,19,2714.503,60.32228888888889,66,2.64
C6F0AA85,4ème,23,2854.0029999999997,50.96433928571429,82,2.7333333333333334
C6F0AB26,4ème,23,2947.346,75.57297435897436,84,2.8
C7D2F990,3ème,30,2686.5879999999997,58.404086956521745,76,2.533333333333333
C820689C,3ème,24,2053.753,42.786520833333334,70,2.9166666666666665
C932F25,5ème,4,293.616,41.945142857142855,12,3.0
C9A00DB4,CM2,33,3960.264,94.292,82,2.484848484848485
C9C86038,4ème,9,696.328,53.56369230769231,23,2.5555555555555554
CAEE65F2,3ème,30,4032.052,85.78834042553191,72,2.4
CF587DAB,CM2,36,7846.945,90.19477011494253,102,2.7567567567567566
CFC36D26,3ème,37,3548.308,75.49591489361703,94,2.5405405405405403
CFC36D83,3ème,21,3851.205,137.5430357142857,56,2.6666666666666665
CFC36E0C,3ème,14,1165.834,55.515904761904764,33,2.357142857142857
CFCB52B,6ème,9,477.298,28.07635294117647,23,2.5555555555555554
D00B14B6,3ème,12,1481.421,92.5888125,33,2.75
D00B14B9,3ème,26,2531.111,72.31745714285714,67,2.576923076923077
D00B14F5,3ème,29,4012.83,74.31166666666667,75,2.586206896551724
D00B14F8,3ème,23,2163.711,67.61596875000001,59,2.5652173913043477
D0423C12,5ème,10,594.8810000000001,54.08009090909092,27,2.7
D0DD1830,4ème,6,223.653,37.2755,19,2.7142857142857144
D1CA78CC,3ème,27,3544.691,93.28134210526316,61,2.259259259259259
D2EC3398,Master2,39,2395.333,50.96453191489362,117,3.0
D4E01D93,3ème,27,2640.752,67.71158974358974,72,2.6666666666666665
D57D15AF,4ème,22,1597.085,44.36347222222222,65,2.9545454545454546
D5FBF48D,5ème,27,3184.602,77.67321951219512,74,2.740740740740741
D6CB2671,6ème,12,733.822,61.151833333333336,25,2.0833333333333335
D6EDED9,6ème,1,25.084,25.084,3,3.0
D73EF9B5,5ème,25,3868.8469999999998,120.90146874999999,65,2.6
D73EFA15,5ème,21,2952.0119999999997,60.24514285714286,62,2.9523809523809526
D7D3BE7C,5ème,28,3834.116,85.20257777777778,91,2.6
D7D3BE9B,5ème,15,3055.3720000000003,105.35765517241379,52,2.736842105263158
D8964A33,5ème,19,1065.6779999999999,38.059928571428564,56,2.9473684210526314
D9028F43,CM2,25,4857.183,85.21373684210526,66,2.4444444444444446
D9490ED6,4ème,18,3683.969,72.2346862745098,51,2.8333333333333335
D95E5099,3ème,9,471.774,52.419333333333334,22,2.4444444444444446
D988F8,3ème,29,2564.416,44.989754385964915,84,2.896551724137931
D9F8772B,4ème,22,4093.966,62.98409230769231,76,2.923076923076923
D9F8776D,4ème,27,4992.605,79.24769841269843,83,2.7666666666666666
DA0CF70B,5ème,38,5489.674999999999,75.20102739726028,112,2.9473684210526314
DA4C3655,3ème,30,3788.989,77.32630612244898,73,2.433333333333333
DA4C3658,3ème,33,3300.7589999999996,70.22891489361702,91,2.757575757575758
DAD2E60E,4ème,14,1396.86,99.77571428571427,36,2.5714285714285716
DAF28FD,5ème,29,2647.746,64.57917073170732,75,2.586206896551724
DC3AB2,4ème,4,132.485,33.12125,11,2.75
DD5205BC,4ème,22,3496.371,71.35451020408163,62,2.8181818181818183
DD72C796,CE1,8,531.064,59.00711111111111,20,2.5
DDE4D2E6,4ème,30,3628.109,78.87193478260869,84,2.8
DDF14ABA,5ème,14,829.6889999999999,59.2635,38,2.7142857142857144
DE2229EC,6ème,4,301.032,60.206399999999995,15,3.0
DE6D965,4ème,18,1788.187,59.60623333333333,54,3.0
DEFA4D14,4ème,23,3542.6820000000002,66.84305660377358,87,2.9
DEFA4D56,4ème,15,2495.986,113.45390909090908,49,2.7222222222222223
E0394FC5,CE2,5,163.38,32.676,14,2.8
E10D2C0A,4ème,25,2721.3540000000003,44.61236065573771,92,2.875
E2957475,4ème,5,243.29299999999998,48.6586,12,2.4
E45487F1,5ème,13,1569.902,82.62642105263158,68,2.9565217391304346
E45487F4,5ème,10,1106.975,110.69749999999999,27,2.7
E58A0646,CE1,7,415.97200000000004,59.424571428571426,14,2.0
E926684E,5ème,16,2010.635,80.4254,46,2.875
E92990F3,5ème,30,4398.248,51.74409411764705,83,2.7666666666666666
E9308DDA,5ème,21,3689.8450000000003,147.5938,50,2.380952380952381
E95A3995,6ème,6,391.6089999999999,65.26816666666666,13,1.8571428571428572
E9BCC67F,6ème,15,1799.221,94.69584210526315,58,2.761904761904762
EA5F0DBC,4ème,9,330.831,36.759,18,2.0
EA771BE8,6ème,4,95.94,23.985,12,3.0
EACA7010,5ème,7,1265.225,63.26125,53,2.5238095238095237
EC1715DC,5ème,29,4991.894,66.55858666666667,96,2.823529411764706
EC46DAE2,4ème,13,2428.901,134.93894444444445,37,2.8461538461538463
EC46DB02,4ème,6,356.516,39.61288888888888,18,3.0
EC46DB81,4ème,28,1862.7259999999999,38.80679166666666,81,2.892857142857143
